split,condition,L,sample_id,base_wer,lca_wer,delta_wer,utt_words,utt_len_bin,original_whisper_wer,ground_truth,original_whisper
clean,clean,1,1188-133604-0033,0.2,0.4666666666666667,0.26666666666666666,15,"[10,20)",0.0,EVERY PLANT IN THE GRASS IS SET FORMALLY GROWS PERFECTLY AND MAY BE REALIZED COMPLETELY,"Every plant in the grass is set formally, grows perfectly, and may be realized completely."
clean,clean,1,121-127105-0021,1.25,1.5,0.25,4,"[0,10)",0.0,WON'T YOU TELL DOUGLAS,Won't you tell Douglas?
clean,clean,3,121-127105-0022,0.0625,0.3125,0.25,16,"[10,20)",0.0,WELL IF I DON'T KNOW WHO SHE WAS IN LOVE WITH I KNOW WHO HE WAS,"Well, if I don't know who she was in love with, I know who he was."
clean,clean,1,1188-133604-0013,0.75,1.0,0.25,8,"[0,10)",0.0,IT MUST REMEMBER BE ONE OR THE OTHER,It must remember be one or the other.
clean,clean,1,121-121726-0014,1.0,1.25,0.25,4,"[0,10)",0.0,HYPOCRITE A HORSE DEALER,hypocrite a horse dealer
clean,clean,2,121-127105-0022,0.0625,0.3125,0.25,16,"[10,20)",0.0,WELL IF I DON'T KNOW WHO SHE WAS IN LOVE WITH I KNOW WHO HE WAS,"Well, if I don't know who she was in love with, I know who he was."
clean,clean,1,1188-133604-0030,0.0,0.25,0.25,4,"[0,10)",0.0,HE KNOWS THEM BOTH,He knows them both.
clean,clean,2,1188-133604-0035,0.0,0.25,0.25,4,"[0,10)",0.0,THUS IN CHAUCER'S DREAM,"Thus, in Chaucer's dream..."
clean,clean,3,1188-133604-0035,0.0,0.25,0.25,4,"[0,10)",0.0,THUS IN CHAUCER'S DREAM,"Thus, in Chaucer's dream..."
clean,clean,1,1188-133604-0040,0.625,0.875,0.25,8,"[0,10)",0.0,THE CRAMPNESS AND THE POVERTY ARE ALL INTENDED,The crampness and the poverty are all intended.
clean,clean,1,1188-133604-0035,0.5,0.75,0.25,4,"[0,10)",0.0,THUS IN CHAUCER'S DREAM,"Thus, in Chaucer's dream..."
clean,clean,2,1188-133604-0013,0.0,0.25,0.25,8,"[0,10)",0.0,IT MUST REMEMBER BE ONE OR THE OTHER,It must remember be one or the other.
clean,clean,3,1284-1181-0016,0.0,0.2413793103448276,0.2413793103448276,29,"[20,40)",0.06896551724137931,I AM NOT ALLOWED TO PERFORM MAGIC EXCEPT FOR MY OWN AMUSEMENT HE TOLD HIS VISITORS AS HE LIGHTED A PIPE WITH A CROOKED STEM AND BEGAN TO SMOKE,"I am not allowed to perform magic except for my own amusement,"" he told his visitors, as he lighted up hype with a crooked stem and began to smoke."
clean,clean,1,1320-122612-0005,0.1904761904761904,0.4285714285714285,0.23809523809523808,21,"[20,40)",0.047619047619047616,YET HERE ARE WE WITHIN A SHORT RANGE OF THE SCAROONS AND NOT A SIGN OF A TRAIL HAVE WE CROSSED,"Yet here are we within a short range of the Skaroons, and not a sign of a trail have we crossed."
clean,clean,1,1188-133604-0039,0.0588235294117647,0.2941176470588235,0.2352941176470588,17,"[10,20)",0.11764705882352941,IT HAS NO BEAUTY WHATSOEVER NO SPECIALTY OF PICTURESQUENESS AND ALL ITS LINES ARE CRAMPED AND POOR,"It has no beauty whatsoever, no specialty of picturesque-ness, and all its lines are cramped and poor."
clean,clean,2,121-127105-0006,0.4615384615384615,0.6923076923076923,0.23076923076923078,13,"[10,20)",0.23076923076923078,THE OTHERS RESENTED POSTPONEMENT BUT IT WAS JUST HIS SCRUPLES THAT CHARMED ME,"The others resented for Sponement, but it was just his groupals that charmed me."
clean,clean,1,1320-122617-0005,0.3076923076923077,0.5384615384615384,0.23076923076923073,13,"[10,20)",0.0,THE BEAR SHOOK HIS SHAGGY SIDES AND THEN A WELL KNOWN VOICE REPLIED,"The bear shook his shaggy sides and then a well-known voice replied, . . . . . . . . ."
clean,clean,1,121-127105-0034,0.3888888888888889,0.6111111111111112,0.22222222222222227,18,"[10,20)",0.05555555555555555,IT SOUNDED DULL IT SOUNDED STRANGE AND ALL THE MORE SO BECAUSE OF HIS MAIN CONDITION WHICH WAS,"It sounded dull, that sounded strange, and all the more so because of his main condition, which was..."
clean,clean,3,1221-135767-0019,0.0,0.2222222222222222,0.2222222222222222,9,"[0,10)",0.0,MOTHER CRIED SHE I SEE YOU HERE LOOK LOOK,"Mother cried she, I see you here. Look, look."
clean,clean,3,121-127105-0032,0.0,0.2222222222222222,0.2222222222222222,9,"[0,10)",0.0,YES BUT THAT'S JUST THE BEAUTY OF HER PASSION,"Yes, but that's just the beauty of her passion."
clean,clean,2,1284-1180-0004,0.0714285714285714,0.2857142857142857,0.2142857142857143,14,"[10,20)",0.07142857142857142,WHEN THEY WERE OUTSIDE UNC SIMPLY LATCHED THE DOOR AND STARTED UP THE PATH,"When they were outside, UNG simply latched the door and started up the path."
clean,clean,3,1284-1180-0004,0.0714285714285714,0.2857142857142857,0.2142857142857143,14,"[10,20)",0.07142857142857142,WHEN THEY WERE OUTSIDE UNC SIMPLY LATCHED THE DOOR AND STARTED UP THE PATH,"When they were outside, UNG simply latched the door and started up the path."
clean,clean,2,1284-134647-0007,0.2121212121212121,0.4242424242424242,0.2121212121212121,33,"[20,40)",0.09090909090909091,PROSCRIBED BY THE CIVIL AND ECCLESIASTICAL POWERS OF THE EMPIRE THE DONATISTS STILL MAINTAINED IN SOME PROVINCES PARTICULARLY IN NUMIDIA THEIR SUPERIOR NUMBERS AND FOUR HUNDRED BISHOPS ACKNOWLEDGED THE JURISDICTION OF THEIR PRIMATE,"Prescribed by the civil and ecclesiastical powers of the Empire, the Donatists still maintained in some provinces, particularly in Numidia, their superior numbers, and 400 bishops acknowledged the jurisdiction of their primate."
clean,clean,1,121-127105-0024,0.2708333333333333,0.4791666666666667,0.20833333333333337,48,"[40,inf)",0.0,POOR DOUGLAS BEFORE HIS DEATH WHEN IT WAS IN SIGHT COMMITTED TO ME THE MANUSCRIPT THAT REACHED HIM ON THE THIRD OF THESE DAYS AND THAT ON THE SAME SPOT WITH IMMENSE EFFECT HE BEGAN TO READ TO OUR HUSHED LITTLE CIRCLE ON THE NIGHT OF THE FOURTH,"Poor Douglas, before his death, when it was in sight, committed to me the manuscript that reached him on the third of these days and that, on the same spot with immense effect, he began to read to our hushed little circle on the night of the fourth."
clean,clean,3,1188-133604-0028,0.0681818181818181,0.2727272727272727,0.2045454545454546,44,"[40,inf)",0.0,WELL THEN LAST HERE IS TURNER'S GREEK SCHOOL OF THE HIGHEST CLASS AND YOU DEFINE HIS ART ABSOLUTELY AS FIRST THE DISPLAYING INTENSELY AND WITH THE STERNEST INTELLECT OF NATURAL FORM AS IT IS AND THEN THE ENVELOPMENT OF IT WITH CLOUD AND FIRE,"Well, then last, here is Turner's Greek School of the Highest Class, and you define his art absolutely as first the displaying intensely and with the sternest intellect of natural form as it is, and then the envelopment of it with cloud and fire."
clean,clean,1,1188-133604-0002,0.1333333333333333,0.3333333333333333,0.2,45,"[40,inf)",0.044444444444444446,BY BEING STUDIOUS OF COLOR THEY ARE STUDIOUS OF DIVISION AND WHILE THE CHIAROSCURIST DEVOTES HIMSELF TO THE REPRESENTATION OF DEGREES OF FORCE IN ONE THING UNSEPARATED LIGHT THE COLORISTS HAVE FOR THEIR FUNCTION THE ATTAINMENT OF BEAUTY BY ARRANGEMENT OF THE DIVISIONS OF LIGHT,"By being studious of color they are studious of division, and while the curious purist devotes himself to the representation of degrees of force in one thing, unseparated light, the colorists have for their function the attainment of beauty by arrangement of the divisions of light."
clean,clean,2,121-123859-0003,0.2,0.4,0.2,20,"[20,40)",0.15,LOVE IS A BABE THEN MIGHT I NOT SAY SO TO GIVE FULL GROWTH TO THAT WHICH STILL DOTH GROW,"Love is a babe, then might I not say so, to give full growth to that which stillc"
clean,clean,2,121-121726-0012,0.2,0.4,0.2,5,"[0,10)",0.2,HUSSY WOMAN AND BOND TIE,"Hussy, Woman, and Bond. Ty."
clean,clean,1,1284-1180-0006,0.2272727272727272,0.4090909090909091,0.1818181818181819,22,"[20,40)",0.045454545454545456,AT THE FOOT OF THE MOUNTAIN THAT SEPARATED THE COUNTRY OF THE MUNCHKINS FROM THE COUNTRY OF THE GILLIKINS THE PATH DIVIDED,"At the foot of the mountain that separated the country of the Munchkins from the country of the Gillicans, the path divided."
clean,clean,1,121-127105-0036,0.6363636363636364,0.8181818181818182,0.18181818181818188,11,"[10,20)",0.0,BUT WAS THAT ALL HER REWARD ONE OF THE LADIES ASKED,But was that all her reward? One of the ladies asked.
clean,clean,3,121-127105-0019,0.0909090909090909,0.2727272727272727,0.18181818181818182,11,"[10,20)",0.09090909090909091,MISSUS GRIFFIN HOWEVER EXPRESSED THE NEED FOR A LITTLE MORE LIGHT,"Mrs. Griffin, however, expressed the need for a little more light."
clean,clean,3,1284-1181-0001,0.0588235294117647,0.2352941176470588,0.1764705882352941,34,"[20,40)",0.08823529411764706,MARGOLOTTE HAD FIRST MADE THE GIRL'S FORM FROM THE PATCHWORK QUILT AND THEN SHE HAD DRESSED IT WITH A PATCHWORK SKIRT AND AN APRON WITH POCKETS IN IT USING THE SAME GAY MATERIAL THROUGHOUT,"Margalot had first made the girls form from the patchwork quilt, and then she had dressed it with a patchwork skirt and an apron with pockets in it, using the same game material throughout."
clean,clean,1,1284-1181-0021,0.6666666666666666,0.8333333333333334,0.16666666666666674,6,"[0,10)",0.16666666666666666,ASKED THE VOICE IN SCORNFUL ACCENTS,Ask the voice in scornful accents.
clean,clean,1,1089-134686-0024,0.0333333333333333,0.2,0.1666666666666667,30,"[20,40)",0.0,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,"If the wine change into vinegar and the host crumble into corruption after they have been consecrated, is Jesus Christ still present under their species as God and as man?"
clean,clean,3,1284-1181-0018,0.1666666666666666,0.3333333333333333,0.1666666666666667,6,"[0,10)",0.16666666666666666,IT TRULY IS ASSERTED THE MAGICIAN,It truly is asserted that magician...
clean,clean,2,1284-1181-0021,0.3333333333333333,0.5,0.16666666666666669,6,"[0,10)",0.16666666666666666,ASKED THE VOICE IN SCORNFUL ACCENTS,Ask the voice in scornful accents.
clean,clean,1,1188-133604-0014,0.0,0.1666666666666666,0.1666666666666666,12,"[10,20)",0.0,DO NOT THEREFORE THINK THAT THE GOTHIC SCHOOL IS AN EASY ONE,"Do not, therefore, think that the Gothic school is an easy one."
clean,clean,1,1320-122617-0000,0.1052631578947368,0.2631578947368421,0.1578947368421053,19,"[10,20)",0.05263157894736842,NOTWITHSTANDING THE HIGH RESOLUTION OF HAWKEYE HE FULLY COMPREHENDED ALL THE DIFFICULTIES AND DANGER HE WAS ABOUT TO INCUR,"Notwithstanding the high resolution of Hawkeye, he fully comprehended all the difficulties in danger he was about to incur."
clean,clean,2,121-127105-0031,0.0526315789473684,0.2105263157894736,0.1578947368421052,19,"[10,20)",0.05263157894736842,SHE WAS YOUNG UNTRIED NERVOUS IT WAS A VISION OF SERIOUS DUTIES AND LITTLE COMPANY OF REALLY GREAT LONELINESS,"She was young, untried, nervous. It was a vision of serious duties in little company, of really great loneliness."
clean,clean,2,1188-133604-0003,0.03125,0.1875,0.15625,32,"[20,40)",0.0,MY FIRST AND PRINCIPAL REASON WAS THAT THEY ENFORCED BEYOND ALL RESISTANCE ON ANY STUDENT WHO MIGHT ATTEMPT TO COPY THEM THIS METHOD OF LAYING PORTIONS OF DISTINCT HUE SIDE BY SIDE,"My first and principal reason was that they enforced beyond all resistance. On any student who might attempt to copy them, this method of laying portions of distinct hue side by side."
clean,clean,1,121-123852-0004,0.34375,0.5,0.15625,32,"[20,40)",0.0625,MY HEART DOTH PLEAD THAT THOU IN HIM DOST LIE A CLOSET NEVER PIERC'D WITH CRYSTAL EYES BUT THE DEFENDANT DOTH THAT PLEA DENY AND SAYS IN HIM THY FAIR APPEARANCE LIES,"My heart doth plead that thou in him doth lie. A closet never pierced with crystal eyes. But the defendant doth that plea deny, and says in him thy fair appearance lies."
clean,clean,1,1284-1180-0012,0.4615384615384615,0.6153846153846154,0.1538461538461539,13,"[10,20)",0.0,WE HAVE COME FROM A FAR LONELIER PLACE THAN THIS A LONELIER PLACE,We have come from a far lonelier place than this. A lonelier place.
clean,clean,1,121-127105-0013,0.45,0.6,0.14999999999999997,20,"[20,40)",0.0,YOU'LL EASILY JUDGE WHY WHEN YOU HEAR BECAUSE THE THING HAD BEEN SUCH A SCARE HE CONTINUED TO FIX ME,"You'll easily judge why when you hear, because the thing had been such a scare? He continued to fix me."
clean,clean,1,1089-134686-0009,0.037037037037037,0.1851851851851851,0.14814814814814808,27,"[20,40)",0.0,AT MOST BY AN ALMS GIVEN TO A BEGGAR WHOSE BLESSING HE FLED FROM HE MIGHT HOPE WEARILY TO WIN FOR HIMSELF SOME MEASURE OF ACTUAL GRACE,"At most, by an alms given to a beggar whose blessing he fled from, he might hope wearily to win for himself some measure of actual grace."
clean,clean,3,121-121726-0003,0.0714285714285714,0.2142857142857142,0.1428571428571428,14,"[10,20)",0.07142857142857142,HAY FEVER A HEART TROUBLE CAUSED BY FALLING IN LOVE WITH A GRASS WIDOW,"Hey, fever. A heart trouble caused by falling in love with a grass widow."
clean,clean,2,1089-134686-0010,0.0,0.1428571428571428,0.1428571428571428,14,"[10,20)",0.0,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,"Well now Ennis, I declare you have a head and so has my stick."
clean,clean,3,1320-122612-0007,0.0714285714285714,0.2142857142857142,0.1428571428571428,14,"[10,20)",0.07142857142857142,CHINGACHGOOK HAD CAUGHT THE LOOK AND MOTIONING WITH HIS HAND HE BADE HIM SPEAK,"Chingaczuk had caught the look, and motioning with his hand, he bade him speak."
clean,clean,1,1188-133604-0026,0.26,0.4,0.14,50,"[40,inf)",0.02,HERE IS AN EQUALLY TYPICAL GREEK SCHOOL LANDSCAPE BY WILSON LOST WHOLLY IN GOLDEN MIST THE TREES SO SLIGHTLY DRAWN THAT YOU DON'T KNOW IF THEY ARE TREES OR TOWERS AND NO CARE FOR COLOR WHATEVER PERFECTLY DECEPTIVE AND MARVELOUS EFFECT OF SUNSHINE THROUGH THE MIST APOLLO AND THE PYTHON,"Here is an equally typical Greek school landscape by Wilson. Lost wholly in golden mist, the trees so slightly drawn that you don't know if they are trees or towers, and no care for color whatsoever. Perfectly deceptive and marvelous effect of sunshine through the mist, Apollo and the Python."
clean,clean,1,1089-134691-0025,0.0909090909090909,0.2272727272727272,0.1363636363636363,22,"[20,40)",0.09090909090909091,A MOMENT BEFORE THE GHOST OF THE ANCIENT KINGDOM OF THE DANES HAD LOOKED FORTH THROUGH THE VESTURE OF THE HAZEWRAPPED CITY,A moment before the ghost of the ancient kingdom of the Danes had looked forth through the vesture of the haze-wrapped city.
clean,clean,3,1320-122612-0004,0.0666666666666666,0.2,0.13333333333333341,15,"[10,20)",0.06666666666666667,DISTRUSTING HIS OWN JUDGMENT HIS APPEALS TO THE OPINION OF CHINGACHGOOK WERE FREQUENT AND EARNEST,"distrusting his own judgment, his appeals to the opinion of Chingaczkuk were frequent and earnest."
clean,clean,1,1320-122612-0001,0.0666666666666666,0.2,0.13333333333333341,30,"[20,40)",0.0,THE DEWS WERE SUFFERED TO EXHALE AND THE SUN HAD DISPERSED THE MISTS AND WAS SHEDDING A STRONG AND CLEAR LIGHT IN THE FOREST WHEN THE TRAVELERS RESUMED THEIR JOURNEY,"The dews were suffered to exhale, and the sun had dispersed the mists, and was shedding a strong and clear light in the forest when the travelers resumed their journey."
clean,clean,1,1188-133604-0017,0.3333333333333333,0.4666666666666667,0.13333333333333336,15,"[10,20)",0.0,THAT A STYLE IS RESTRAINED OR SEVERE DOES NOT MEAN THAT IT IS ALSO ERRONEOUS,That a style is restrained or severe does not mean that it is also erroneous.
clean,clean,2,1188-133604-0017,0.0,0.1333333333333333,0.1333333333333333,15,"[10,20)",0.0,THAT A STYLE IS RESTRAINED OR SEVERE DOES NOT MEAN THAT IT IS ALSO ERRONEOUS,That a style is restrained or severe does not mean that it is also erroneous.
clean,clean,3,1188-133604-0012,0.0526315789473684,0.1842105263157894,0.13157894736842102,38,"[20,40)",0.02631578947368421,IT MAY BE THAT A GREAT COLORIST WILL USE HIS UTMOST FORCE OF COLOR AS A SINGER HIS FULL POWER OF VOICE BUT LOUD OR LOW THE VIRTUE IS IN BOTH CASES ALWAYS IN REFINEMENT NEVER IN LOUDNESS,"It may be that a great colorless will use his utmost force of color as a singer his full power of voice. But loud or low, the virtue is in both cases always in refinement, never in loudness."
clean,clean,3,1221-135767-0010,0.0,0.1304347826086956,0.1304347826086956,23,"[20,40)",0.0,SHE SCREAMED AND SHOUTED TOO WITH A TERRIFIC VOLUME OF SOUND WHICH DOUBTLESS CAUSED THE HEARTS OF THE FUGITIVES TO QUAKE WITHIN THEM,"She screamed and shouted too with a terrific volume of sound, which doubtless caused the hearts of the fugitives to quake within them."
clean,clean,2,1284-1181-0004,0.0,0.1304347826086956,0.1304347826086956,23,"[20,40)",0.0,GOLD IS THE MOST COMMON METAL IN THE LAND OF OZ AND IS USED FOR MANY PURPOSES BECAUSE IT IS SOFT AND PLIABLE,Gold is the most common metal in the land of Oz and is used for many purposes because it is soft and pliable.
clean,clean,2,1188-133604-0037,0.0512820512820512,0.1794871794871795,0.1282051282051283,39,"[20,40)",0.02564102564102564,EVERY LINE IN WHICH THE MASTER TRACES IT EVEN WHERE SEEMINGLY NEGLIGENT IS LOVELY AND SET DOWN WITH A MEDITATIVE CALMNESS WHICH MAKES THESE TWO ETCHINGS CAPABLE OF BEING PLACED BESIDE THE MOST TRANQUIL WORK OF HOLBEIN OR DUERER,"Every line in which the master traces it, even where seemingly negligent, is lovely and set down with a meditative calmness which makes these two etchings capable of being placed beside the most tranquil work of Holbein or Dure."
clean,clean,1,1188-133604-0037,0.1282051282051282,0.2564102564102564,0.1282051282051282,39,"[20,40)",0.02564102564102564,EVERY LINE IN WHICH THE MASTER TRACES IT EVEN WHERE SEEMINGLY NEGLIGENT IS LOVELY AND SET DOWN WITH A MEDITATIVE CALMNESS WHICH MAKES THESE TWO ETCHINGS CAPABLE OF BEING PLACED BESIDE THE MOST TRANQUIL WORK OF HOLBEIN OR DUERER,"Every line in which the master traces it, even where seemingly negligent, is lovely and set down with a meditative calmness which makes these two etchings capable of being placed beside the most tranquil work of Holbein or Dure."
clean,clean,2,121-121726-0001,0.125,0.25,0.125,8,"[0,10)",0.125,HARANGUE THE TIRESOME PRODUCT OF A TIRELESS TONGUE,Hoorang! The tiresome product of a tireless tongue.
clean,clean,3,1188-133604-0040,0.0,0.125,0.125,8,"[0,10)",0.0,THE CRAMPNESS AND THE POVERTY ARE ALL INTENDED,The crampness and the poverty are all intended.
