split,condition,L,sample_id,base_wer,lca_wer,delta_wer,utt_words,utt_len_bin,original_whisper_wer,ground_truth,original_whisper
perturbed,dropout-high,1,1188-133604-0013,0.5,0.875,0.375,8,"[0,10)",0.0,IT MUST REMEMBER BE ONE OR THE OTHER,It must remember be one or the other.
perturbed,substitution-high,1,1188-133604-0013,0.75,1.125,0.375,8,"[0,10)",0.0,IT MUST REMEMBER BE ONE OR THE OTHER,It must remember be one or the other.
perturbed,substitution-high,2,1188-133604-0007,0.0465116279069767,0.3953488372093023,0.3488372093023256,43,"[40,inf)",0.06976744186046512,THE BROWN GROUND BENEATH IS LEFT FOR THE MOST PART ONE TOUCH OF BLACK IS PUT FOR THE HOLLOW TWO DELICATE LINES OF DARK GRAY DEFINE THE OUTER CURVE AND ONE LITTLE QUIVERING TOUCH OF WHITE DRAWS THE INNER EDGE OF THE MANDIBLE,"The brown ground beneath is left for the most part. One touch of black is put for the hollow, two delicate lines of dark grey to find the outer curve, and one little quivering touch of white draws the inner edge of the mandible."
perturbed,substitution-high,2,1089-134691-0004,0.1111111111111111,0.4444444444444444,0.3333333333333333,9,"[0,10)",0.0,PRIDE AFTER SATISFACTION UPLIFTED HIM LIKE LONG SLOW WAVES,"Pride after satisfaction uplifted him like long, slow waves."
perturbed,substitution-high,2,1089-134686-0033,0.3333333333333333,0.6666666666666666,0.3333333333333333,6,"[0,10)",0.16666666666666666,A GREAT SAINT SAINT FRANCIS XAVIER,A great Saint Francis Xavier.
perturbed,dropout-high,1,1089-134691-0020,1.1666666666666667,1.5,0.33333333333333326,6,"[0,10)",0.3333333333333333,HELLO STEPHANOS HERE COMES THE DEDALUS,"Hello, Stefanos. Here comes the Daedalus."
perturbed,substitution-high,1,1089-134691-0006,0.2631578947368421,0.5789473684210527,0.31578947368421056,19,"[10,20)",0.0,THE PRIDE OF THAT DIM IMAGE BROUGHT BACK TO HIS MIND THE DIGNITY OF THE OFFICE HE HAD REFUSED,The pride of that dim image brought back to his mind the dignity of the office he had refused.
perturbed,dropout-high,1,1089-134691-0006,0.1052631578947368,0.4210526315789473,0.3157894736842105,19,"[10,20)",0.0,THE PRIDE OF THAT DIM IMAGE BROUGHT BACK TO HIS MIND THE DIGNITY OF THE OFFICE HE HAD REFUSED,The pride of that dim image brought back to his mind the dignity of the office he had refused.
perturbed,substitution-high,2,1188-133604-0031,0.3,0.6,0.3,10,"[10,20)",0.0,THERE'S ONE AND THERE'S ANOTHER THE DUDLEY AND THE FLINT,There's one and there's another the Dudley and the Flint
perturbed,substitution-high,1,1188-133604-0011,0.3658536585365853,0.6585365853658537,0.2926829268292684,41,"[40,inf)",0.04878048780487805,THEY ARE BEYOND ALL OTHER WORKS THAT I KNOW EXISTING DEPENDENT FOR THEIR EFFECT ON LOW SUBDUED TONES THEIR FAVORITE CHOICE IN TIME OF DAY BEING EITHER DAWN OR TWILIGHT AND EVEN THEIR BRIGHTEST SUNSETS PRODUCED CHIEFLY OUT OF GRAY PAPER,"They are beyond all other works than I know existing, dependent for their effect on low subdued tones, their favorite choice in time of day being either dawn or twilight, and even their brightest sunsets produced chiefly out of grey paper."
perturbed,substitution-high,3,1089-134686-0003,0.1428571428571428,0.4285714285714285,0.2857142857142857,7,"[0,10)",0.0,HELLO BERTIE ANY GOOD IN YOUR MIND,"Hello Bertie, any good in your mind?"
perturbed,substitution-high,1,1089-134686-0029,0.0,0.2727272727272727,0.2727272727272727,11,"[10,20)",0.0,ON FRIDAY CONFESSION WILL BE HEARD ALL THE AFTERNOON AFTER BEADS,"On Friday, confession will be heard all the afternoon after beads."
perturbed,substitution-high,1,1089-134686-0032,0.2727272727272727,0.5454545454545454,0.2727272727272727,11,"[10,20)",0.0,HE IS CALLED AS YOU KNOW THE APOSTLE OF THE INDIES,"He is called, as you know, the apostle of the Indies."
perturbed,dropout-high,2,1188-133604-0035,0.0,0.25,0.25,4,"[0,10)",0.0,THUS IN CHAUCER'S DREAM,"Thus, in Chaucer's dream..."
perturbed,dropout-high,1,1188-133604-0035,0.5,0.75,0.25,4,"[0,10)",0.0,THUS IN CHAUCER'S DREAM,"Thus, in Chaucer's dream..."
perturbed,dropout-high,1,1188-133604-0030,0.25,0.5,0.25,4,"[0,10)",0.0,HE KNOWS THEM BOTH,He knows them both.
perturbed,substitution-high,1,1089-134691-0017,0.4137931034482758,0.6551724137931034,0.24137931034482762,29,"[20,40)",0.13793103448275862,THE EUROPE THEY HAD COME FROM LAY OUT THERE BEYOND THE IRISH SEA EUROPE OF STRANGE TONGUES AND VALLEYED AND WOODBEGIRT AND CITADELLED AND OF ENTRENCHED AND MARSHALLED RACES,"The Europe they had come from lay out there beyond the Irish Sea, Europe of strange tongues and valid and wood-beagert and citadeld and of entrenched and marshalled races."
perturbed,substitution-high,1,1188-133604-0026,0.3,0.54,0.24000000000000005,50,"[40,inf)",0.02,HERE IS AN EQUALLY TYPICAL GREEK SCHOOL LANDSCAPE BY WILSON LOST WHOLLY IN GOLDEN MIST THE TREES SO SLIGHTLY DRAWN THAT YOU DON'T KNOW IF THEY ARE TREES OR TOWERS AND NO CARE FOR COLOR WHATEVER PERFECTLY DECEPTIVE AND MARVELOUS EFFECT OF SUNSHINE THROUGH THE MIST APOLLO AND THE PYTHON,"Here is an equally typical Greek school landscape by Wilson. Lost wholly in golden mist, the trees so slightly drawn that you don't know if they are trees or towers, and no care for color whatsoever. Perfectly deceptive and marvelous effect of sunshine through the mist, Apollo and the Python."
perturbed,substitution-high,3,1188-133604-0029,0.0,0.2222222222222222,0.2222222222222222,9,"[0,10)",0.0,ONLY THERE ARE TWO SORTS OF CLOUD AND FIRE,"Only, there are two sorts of cloud and fire."
perturbed,dropout-high,3,1089-134691-0004,0.1111111111111111,0.3333333333333333,0.2222222222222222,9,"[0,10)",0.0,PRIDE AFTER SATISFACTION UPLIFTED HIM LIKE LONG SLOW WAVES,"Pride after satisfaction uplifted him like long, slow waves."
perturbed,dropout-high,3,1089-134686-0010,0.0,0.2142857142857142,0.2142857142857142,14,"[10,20)",0.0,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,"Well now Ennis, I declare you have a head and so has my stick."
perturbed,substitution-high,1,1188-133604-0027,0.4166666666666667,0.625,0.20833333333333331,24,"[20,40)",0.08333333333333333,NOW HERE IS RAPHAEL EXACTLY BETWEEN THE TWO TREES STILL DRAWN LEAF BY LEAF WHOLLY FORMAL BUT BEAUTIFUL MIST COMING GRADUALLY INTO THE DISTANCE,"Now here is Raphael. Exactly between the two, trees still drawn leaf by leaf, wholly formal, but beautiful mist come in gradually into the distance."
perturbed,dropout-high,2,1089-134691-0015,0.2,0.4,0.2,5,"[0,10)",0.2,WORDS WAS IT THEIR COLOURS,words. Was it their colors?
perturbed,substitution-high,2,1089-134691-0015,0.2,0.4,0.2,5,"[0,10)",0.2,WORDS WAS IT THEIR COLOURS,words. Was it their colors?
perturbed,dropout-high,2,1089-134686-0016,0.1,0.3,0.19999999999999998,10,"[10,20)",0.1,THEN YOU CAN ASK HIM QUESTIONS ON THE CATECHISM DEDALUS,Then you can ask him questions on the Catechism Daedalus.
perturbed,substitution-high,1,1089-134686-0024,0.1,0.3,0.19999999999999998,30,"[20,40)",0.0,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,"If the wine change into vinegar and the host crumble into corruption after they have been consecrated, is Jesus Christ still present under their species as God and as man?"
perturbed,dropout-high,3,1089-134686-0032,0.0,0.1818181818181818,0.1818181818181818,11,"[10,20)",0.0,HE IS CALLED AS YOU KNOW THE APOSTLE OF THE INDIES,"He is called, as you know, the apostle of the Indies."
perturbed,substitution-high,2,1089-134686-0029,0.0,0.1818181818181818,0.1818181818181818,11,"[10,20)",0.0,ON FRIDAY CONFESSION WILL BE HEARD ALL THE AFTERNOON AFTER BEADS,"On Friday, confession will be heard all the afternoon after beads."
perturbed,dropout-high,3,1089-134686-0004,0.2727272727272727,0.4545454545454545,0.18181818181818177,11,"[10,20)",0.09090909090909091,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,"Number 10, fresh Nelly is waiting on you. Good night, husband."
perturbed,dropout-high,2,1089-134691-0020,0.6666666666666666,0.8333333333333334,0.16666666666666674,6,"[0,10)",0.3333333333333333,HELLO STEPHANOS HERE COMES THE DEDALUS,"Hello, Stefanos. Here comes the Daedalus."
perturbed,dropout-high,3,1089-134686-0033,0.3333333333333333,0.5,0.16666666666666669,6,"[0,10)",0.16666666666666666,A GREAT SAINT SAINT FRANCIS XAVIER,A great Saint Francis Xavier.
perturbed,dropout-high,2,1089-134686-0033,0.3333333333333333,0.5,0.16666666666666669,6,"[0,10)",0.16666666666666666,A GREAT SAINT SAINT FRANCIS XAVIER,A great Saint Francis Xavier.
perturbed,dropout-high,1,1089-134691-0014,0.5833333333333334,0.75,0.16666666666666663,12,"[10,20)",0.16666666666666666,THE PHRASE AND THE DAY AND THE SCENE HARMONIZED IN A CHORD,The phrase and the day and the scene harmonized in accord.
perturbed,dropout-high,1,1089-134686-0033,0.0,0.1666666666666666,0.1666666666666666,6,"[0,10)",0.16666666666666666,A GREAT SAINT SAINT FRANCIS XAVIER,A great Saint Francis Xavier.
perturbed,substitution-high,1,1188-133604-0014,0.0,0.1666666666666666,0.1666666666666666,12,"[10,20)",0.0,DO NOT THEREFORE THINK THAT THE GOTHIC SCHOOL IS AN EASY ONE,"Do not, therefore, think that the Gothic school is an easy one."
perturbed,dropout-high,1,1089-134691-0009,0.0816326530612244,0.2448979591836734,0.163265306122449,49,"[40,inf)",0.04081632653061224,ANGRY WITH HIMSELF HE TRIED TO HIDE HIS FACE FROM THEIR EYES BY GAZING DOWN SIDEWAYS INTO THE SHALLOW SWIRLING WATER UNDER THE BRIDGE BUT HE STILL SAW A REFLECTION THEREIN OF THEIR TOP HEAVY SILK HATS AND HUMBLE TAPE LIKE COLLARS AND LOOSELY HANGING CLERICAL CLOTHES BROTHER HICKEY,"angry with himself, he tried to hide his face from their eyes by gazing down sideways into the shallow swirling water under the bridge, but he still saw a reflection therein of their top-heavy silksats, and humble, tape-like collars and loosely hanging clerical clothes. Brother Hickey"
perturbed,dropout-high,1,1188-133604-0026,0.38,0.54,0.16000000000000003,50,"[40,inf)",0.02,HERE IS AN EQUALLY TYPICAL GREEK SCHOOL LANDSCAPE BY WILSON LOST WHOLLY IN GOLDEN MIST THE TREES SO SLIGHTLY DRAWN THAT YOU DON'T KNOW IF THEY ARE TREES OR TOWERS AND NO CARE FOR COLOR WHATEVER PERFECTLY DECEPTIVE AND MARVELOUS EFFECT OF SUNSHINE THROUGH THE MIST APOLLO AND THE PYTHON,"Here is an equally typical Greek school landscape by Wilson. Lost wholly in golden mist, the trees so slightly drawn that you don't know if they are trees or towers, and no care for color whatsoever. Perfectly deceptive and marvelous effect of sunshine through the mist, Apollo and the Python."
perturbed,dropout-high,2,1188-133604-0028,0.1363636363636363,0.2954545454545454,0.15909090909090912,44,"[40,inf)",0.0,WELL THEN LAST HERE IS TURNER'S GREEK SCHOOL OF THE HIGHEST CLASS AND YOU DEFINE HIS ART ABSOLUTELY AS FIRST THE DISPLAYING INTENSELY AND WITH THE STERNEST INTELLECT OF NATURAL FORM AS IT IS AND THEN THE ENVELOPMENT OF IT WITH CLOUD AND FIRE,"Well, then last, here is Turner's Greek School of the Highest Class, and you define his art absolutely as first the displaying intensely and with the sternest intellect of natural form as it is, and then the envelopment of it with cloud and fire."
perturbed,dropout-high,2,1188-133604-0012,0.1578947368421052,0.3157894736842105,0.1578947368421053,38,"[20,40)",0.02631578947368421,IT MAY BE THAT A GREAT COLORIST WILL USE HIS UTMOST FORCE OF COLOR AS A SINGER HIS FULL POWER OF VOICE BUT LOUD OR LOW THE VIRTUE IS IN BOTH CASES ALWAYS IN REFINEMENT NEVER IN LOUDNESS,"It may be that a great colorless will use his utmost force of color as a singer his full power of voice. But loud or low, the virtue is in both cases always in refinement, never in loudness."
perturbed,substitution-high,1,1089-134686-0022,0.09375,0.25,0.15625,32,"[20,40)",0.0625,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,"How comes it that while the first beattitude promises the kingdom of heaven to the poor of heart, the second beattitude promises also to the meek that they shall possess the land?"
perturbed,dropout-high,1,1188-133604-0002,0.2444444444444444,0.4,0.1555555555555556,45,"[40,inf)",0.044444444444444446,BY BEING STUDIOUS OF COLOR THEY ARE STUDIOUS OF DIVISION AND WHILE THE CHIAROSCURIST DEVOTES HIMSELF TO THE REPRESENTATION OF DEGREES OF FORCE IN ONE THING UNSEPARATED LIGHT THE COLORISTS HAVE FOR THEIR FUNCTION THE ATTAINMENT OF BEAUTY BY ARRANGEMENT OF THE DIVISIONS OF LIGHT,"By being studious of color they are studious of division, and while the curious purist devotes himself to the representation of degrees of force in one thing, unseparated light, the colorists have for their function the attainment of beauty by arrangement of the divisions of light."
perturbed,substitution-high,3,1089-134686-0026,0.0,0.1538461538461538,0.1538461538461538,13,"[10,20)",0.0,THE RECTOR DID NOT ASK FOR A CATECHISM TO HEAR THE LESSON FROM,The rector did not ask for a catechism to hear the lesson from.
perturbed,substitution-high,2,1089-134686-0037,0.0,0.1538461538461538,0.1538461538461538,13,"[10,20)",0.0,IN THE SILENCE THEIR DARK FIRE KINDLED THE DUSK INTO A TAWNY GLOW,"In the silence, their dark fire kindled the dusk into a tawny glow."
perturbed,dropout-high,1,1089-134686-0009,0.074074074074074,0.2222222222222222,0.1481481481481482,27,"[20,40)",0.0,AT MOST BY AN ALMS GIVEN TO A BEGGAR WHOSE BLESSING HE FLED FROM HE MIGHT HOPE WEARILY TO WIN FOR HIMSELF SOME MEASURE OF ACTUAL GRACE,"At most, by an alms given to a beggar whose blessing he fled from, he might hope wearily to win for himself some measure of actual grace."
perturbed,substitution-high,1,1089-134686-0009,0.0,0.1481481481481481,0.1481481481481481,27,"[20,40)",0.0,AT MOST BY AN ALMS GIVEN TO A BEGGAR WHOSE BLESSING HE FLED FROM HE MIGHT HOPE WEARILY TO WIN FOR HIMSELF SOME MEASURE OF ACTUAL GRACE,"At most, by an alms given to a beggar whose blessing he fled from, he might hope wearily to win for himself some measure of actual grace."
perturbed,substitution-high,1,1089-134691-0021,0.3823529411764705,0.5294117647058824,0.14705882352941185,34,"[20,40)",0.08823529411764706,THEIR DIVING STONE POISED ON ITS RUDE SUPPORTS AND ROCKING UNDER THEIR PLUNGES AND THE ROUGH HEWN STONES OF THE SLOPING BREAKWATER OVER WHICH THEY SCRAMBLED IN THEIR HORSEPLAY GLEAMED WITH COLD WET LUSTRE,"Their diving stone, poised on its rude supports and rocking under their plunges, and the rough-hewn stones of the sloping breakwater over which they scrambled in their horse-play, gleamed with cold, wet luster."
perturbed,dropout-high,3,1089-134686-0003,0.1428571428571428,0.2857142857142857,0.1428571428571429,7,"[0,10)",0.0,HELLO BERTIE ANY GOOD IN YOUR MIND,"Hello Bertie, any good in your mind?"
perturbed,dropout-high,2,1089-134686-0010,0.0,0.1428571428571428,0.1428571428571428,14,"[10,20)",0.0,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,"Well now Ennis, I declare you have a head and so has my stick."
perturbed,substitution-high,2,1089-134686-0010,0.0,0.1428571428571428,0.1428571428571428,14,"[10,20)",0.0,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,"Well now Ennis, I declare you have a head and so has my stick."
perturbed,substitution-high,3,1089-134686-0015,0.0,0.1428571428571428,0.1428571428571428,14,"[10,20)",0.0,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,but the dusk deepening in the schoolroom covered over his thoughts. The bell rang.
perturbed,substitution-high,1,1089-134691-0016,0.1818181818181818,0.3181818181818182,0.13636363636363638,22,"[20,40)",0.0,THEY WERE VOYAGING ACROSS THE DESERTS OF THE SKY A HOST OF NOMADS ON THE MARCH VOYAGING HIGH OVER IRELAND WESTWARD BOUND,"They were voyaging across the deserts of the sky, a host of nomads on the march, voyaging high over Ireland, westward bound."
perturbed,dropout-high,3,1089-134686-0008,0.1333333333333333,0.2666666666666666,0.1333333333333333,15,"[10,20)",0.06666666666666667,THE CHAOS IN WHICH HIS ARDOUR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF,"The chaos in which his order extinguished itself was a cold, indifferent knowledge of himself."
perturbed,dropout-high,2,1188-133604-0017,0.0,0.1333333333333333,0.1333333333333333,15,"[10,20)",0.0,THAT A STYLE IS RESTRAINED OR SEVERE DOES NOT MEAN THAT IT IS ALSO ERRONEOUS,That a style is restrained or severe does not mean that it is also erroneous.
perturbed,dropout-high,1,1188-133604-0006,0.25,0.375,0.125,8,"[0,10)",0.0,THEN HE COMES TO THE BEAK OF IT,Then he comes to the beak of it.
perturbed,dropout-high,3,1188-133604-0027,0.125,0.25,0.125,24,"[20,40)",0.08333333333333333,NOW HERE IS RAPHAEL EXACTLY BETWEEN THE TWO TREES STILL DRAWN LEAF BY LEAF WHOLLY FORMAL BUT BEAUTIFUL MIST COMING GRADUALLY INTO THE DISTANCE,"Now here is Raphael. Exactly between the two, trees still drawn leaf by leaf, wholly formal, but beautiful mist come in gradually into the distance."
perturbed,substitution-high,2,1188-133604-0003,0.03125,0.15625,0.125,32,"[20,40)",0.0,MY FIRST AND PRINCIPAL REASON WAS THAT THEY ENFORCED BEYOND ALL RESISTANCE ON ANY STUDENT WHO MIGHT ATTEMPT TO COPY THEM THIS METHOD OF LAYING PORTIONS OF DISTINCT HUE SIDE BY SIDE,"My first and principal reason was that they enforced beyond all resistance. On any student who might attempt to copy them, this method of laying portions of distinct hue side by side."
perturbed,substitution-high,2,1089-134686-0007,0.125,0.25,0.125,8,"[0,10)",0.125,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,"A cold, lucid indifference rained in his soul."
perturbed,dropout-high,3,1089-134686-0001,0.125,0.25,0.125,8,"[0,10)",0.375,STUFF IT INTO YOU HIS BELLY COUNSELLED HIM,"Stuffered into you, his belly counseled him."
perturbed,substitution-high,2,1188-133604-0016,0.0952380952380952,0.2142857142857142,0.11904761904761899,42,"[40,inf)",0.023809523809523808,THIS AT ONCE COMPELS YOU TO UNDERSTAND THAT THE WORK IS TO BE IMAGINATIVE AND DECORATIVE THAT IT REPRESENTS BEAUTIFUL THINGS IN THE CLEAREST WAY BUT NOT UNDER EXISTING CONDITIONS AND THAT IN FACT YOU ARE PRODUCING JEWELER'S WORK RATHER THAN PICTURES,"This, it once compels you to understand that the work is to be imaginative and decorative, that it represents beautiful things in the clearest way, but not under existing conditions. And that, in fact, you are producing jeweler's work rather than pictures."
perturbed,dropout-high,2,1089-134691-0001,0.1176470588235294,0.2352941176470588,0.1176470588235294,17,"[10,20)",0.0,FOR A FULL HOUR HE HAD PACED UP AND DOWN WAITING BUT HE COULD WAIT NO LONGER,"For a full hour he had paced up and down waiting, but he could wait no longer."
perturbed,dropout-high,3,1089-134686-0021,0.1176470588235294,0.2352941176470588,0.1176470588235294,17,"[10,20)",0.058823529411764705,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,"If a layman in giving baptism poor the water before saying the words is the child baptized,"
perturbed,dropout-high,1,1089-134686-0028,0.1666666666666666,0.2777777777777778,0.11111111111111119,18,"[10,20)",0.1111111111111111,THE RETREAT WILL BEGIN ON WEDNESDAY AFTERNOON IN HONOUR OF SAINT FRANCIS XAVIER WHOSE FEAST DAY IS SATURDAY,The retreat will begin on Wednesday afternoon in honor of St. Francis Xavier whose feast day is Saturday.
perturbed,dropout-high,2,1188-133604-0001,0.4444444444444444,0.5555555555555556,0.11111111111111116,18,"[10,20)",0.05555555555555555,THEY UNITE EVERY QUALITY AND SOMETIMES YOU WILL FIND ME REFERRING TO THEM AS COLORISTS SOMETIMES AS CHIAROSCURISTS,"They unite every quality, and sometimes you will find me referring to them as colorists, sometimes as Kiaroscurosts."
perturbed,dropout-high,3,1089-134686-0027,0.0,0.1111111111111111,0.1111111111111111,9,"[0,10)",0.0,HE CLASPED HIS HANDS ON THE DESK AND SAID,"He clasped his hands on the desk and said,"
perturbed,substitution-high,1,1089-134686-0002,0.0555555555555555,0.1666666666666666,0.1111111111111111,18,"[10,20)",0.0,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS,After early nightfall the yellow lamps would light up here and there the squalid quarter of the brothels.
perturbed,substitution-high,1,1089-134686-0025,0.0555555555555555,0.1666666666666666,0.1111111111111111,18,"[10,20)",0.0,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,A gentle kick from the tall boy in the bench behind urged Stephen to ask a difficult question.
perturbed,dropout-high,2,1089-134686-0025,0.0,0.1111111111111111,0.1111111111111111,18,"[10,20)",0.0,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,A gentle kick from the tall boy in the bench behind urged Stephen to ask a difficult question.
perturbed,substitution-high,2,1188-133604-0021,0.1388888888888889,0.25,0.1111111111111111,36,"[20,40)",0.027777777777777776,IT WILL BE WHOLLY IMPOSSIBLE FOR YOU TO RETAIN THE TRANQUILLITY OF TEMPER AND FELICITY OF FAITH NECESSARY FOR NOBLE PURIST PAINTING UNLESS YOU ARE ACTIVELY ENGAGED IN PROMOTING THE FELICITY AND PEACE OF PRACTICAL LIFE,It will be wholly impossible for you to retain the tranquility of temper and felicity of faith necessary for noble purist painting unless you are actively engaged in promoting the felicity and peace of practical life.
perturbed,substitution-high,2,1188-133604-0029,0.0,0.1111111111111111,0.1111111111111111,9,"[0,10)",0.0,ONLY THERE ARE TWO SORTS OF CLOUD AND FIRE,"Only, there are two sorts of cloud and fire."
perturbed,dropout-high,3,1188-133604-0012,0.0526315789473684,0.1578947368421052,0.10526315789473681,38,"[20,40)",0.02631578947368421,IT MAY BE THAT A GREAT COLORIST WILL USE HIS UTMOST FORCE OF COLOR AS A SINGER HIS FULL POWER OF VOICE BUT LOUD OR LOW THE VIRTUE IS IN BOTH CASES ALWAYS IN REFINEMENT NEVER IN LOUDNESS,"It may be that a great colorless will use his utmost force of color as a singer his full power of voice. But loud or low, the virtue is in both cases always in refinement, never in loudness."
perturbed,dropout-high,1,1089-134686-0019,0.0769230769230769,0.1794871794871795,0.10256410256410259,39,"[20,40)",0.02564102564102564,THE SENTENCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLLEN PHRASE UNTIL HE HAD BEGUN TO GROPE IN THE DARKNESS OF HIS OWN STATE,"The sentence of St. James, which says that he who offends against one commandment becomes guilty of all, had seemed to him first a swollen phrase, until he had begun to grope in the darkness of his own state."
perturbed,substitution-high,2,1188-133604-0015,0.0612244897959183,0.1632653061224489,0.10204081632653061,49,"[40,inf)",0.0,THE LAW OF THAT SCHOOL IS THAT EVERYTHING SHALL BE SEEN CLEARLY OR AT LEAST ONLY IN SUCH MIST OR FAINTNESS AS SHALL BE DELIGHTFUL AND I HAVE NO DOUBT THAT THE BEST INTRODUCTION TO IT WOULD BE THE ELEMENTARY PRACTICE OF PAINTING EVERY STUDY ON A GOLDEN GROUND,"The law of that school is that everything shall be seen clearly, or at least, only in such mist or faintness as shall be delightful. And I have no doubt that the best introduction to it would be the elementary practice of painting every study on a golden ground."
