split,condition,L,sample_id,base_wer,lca_wer,delta_wer,utt_words,utt_len_bin,original_whisper_wer,ground_truth,original_whisper
clean,clean,1,1089-134686-0014,0.0,0.0,0.0,8,"[0,10)",0.0,HE TRIED TO THINK HOW IT COULD BE,He tried to think how it could be
clean,clean,2,1089-134686-0014,0.0,0.0,0.0,8,"[0,10)",0.0,HE TRIED TO THINK HOW IT COULD BE,He tried to think how it could be
clean,clean,3,1089-134686-0014,0.0,0.0,0.0,8,"[0,10)",0.0,HE TRIED TO THINK HOW IT COULD BE,He tried to think how it could be
clean,clean,1,1089-134686-0015,0.2142857142857142,0.1428571428571428,-0.0714285714285714,14,"[10,20)",0.0,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,but the dusk deepening in the schoolroom covered over his thoughts. The bell rang.
clean,clean,2,1089-134686-0015,0.0714285714285714,0.0,-0.0714285714285714,14,"[10,20)",0.0,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,but the dusk deepening in the schoolroom covered over his thoughts. The bell rang.
clean,clean,3,1089-134686-0015,0.0,0.0,0.0,14,"[10,20)",0.0,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,but the dusk deepening in the schoolroom covered over his thoughts. The bell rang.
clean,clean,1,1089-134686-0016,0.3,0.3,0.0,10,"[10,20)",0.1,THEN YOU CAN ASK HIM QUESTIONS ON THE CATECHISM DEDALUS,Then you can ask him questions on the Catechism Daedalus.
clean,clean,2,1089-134686-0016,0.1,0.1,0.0,10,"[10,20)",0.1,THEN YOU CAN ASK HIM QUESTIONS ON THE CATECHISM DEDALUS,Then you can ask him questions on the Catechism Daedalus.
clean,clean,3,1089-134686-0016,0.1,0.1,0.0,10,"[10,20)",0.1,THEN YOU CAN ASK HIM QUESTIONS ON THE CATECHISM DEDALUS,Then you can ask him questions on the Catechism Daedalus.
clean,clean,1,1089-134686-0017,0.2083333333333333,0.2083333333333333,0.0,24,"[20,40)",0.041666666666666664,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING,"Stephen, leaning back and drawing idly on his scribbler, listened to the talk about him which Herron checked from time to time by saying . . . . . . . . ."
clean,clean,2,1089-134686-0017,0.0416666666666666,0.0416666666666666,0.0,24,"[20,40)",0.041666666666666664,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING,"Stephen, leaning back and drawing idly on his scribbler, listened to the talk about him which Herron checked from time to time by saying . . . . . . . . ."
clean,clean,3,1089-134686-0017,0.0416666666666666,0.0416666666666666,0.0,24,"[20,40)",0.041666666666666664,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING,"Stephen, leaning back and drawing idly on his scribbler, listened to the talk about him which Herron checked from time to time by saying . . . . . . . . ."
clean,clean,1,1089-134686-0018,0.048780487804878,0.073170731707317,0.024390243902438997,41,"[40,inf)",0.0,IT WAS STRANGE TOO THAT HE FOUND AN ARID PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION,"It was strange, too, that he found an arid pleasure in following up to the end the rigid lines of the doctrines of the church and penetrating into obscure silences only to hear and feel the more deeply his own condemnation."
clean,clean,2,1089-134686-0018,0.0,0.0,0.0,41,"[40,inf)",0.0,IT WAS STRANGE TOO THAT HE FOUND AN ARID PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION,"It was strange, too, that he found an arid pleasure in following up to the end the rigid lines of the doctrines of the church and penetrating into obscure silences only to hear and feel the more deeply his own condemnation."
clean,clean,3,1089-134686-0018,0.0,0.0,0.0,41,"[40,inf)",0.0,IT WAS STRANGE TOO THAT HE FOUND AN ARID PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION,"It was strange, too, that he found an arid pleasure in following up to the end the rigid lines of the doctrines of the church and penetrating into obscure silences only to hear and feel the more deeply his own condemnation."
clean,clean,1,1089-134686-0019,0.0512820512820512,0.1282051282051282,0.076923076923077,39,"[20,40)",0.02564102564102564,THE SENTENCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLLEN PHRASE UNTIL HE HAD BEGUN TO GROPE IN THE DARKNESS OF HIS OWN STATE,"The sentence of St. James, which says that he who offends against one commandment becomes guilty of all, had seemed to him first a swollen phrase, until he had begun to grope in the darkness of his own state."
clean,clean,2,1089-134686-0019,0.0256410256410256,0.0256410256410256,0.0,39,"[20,40)",0.02564102564102564,THE SENTENCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLLEN PHRASE UNTIL HE HAD BEGUN TO GROPE IN THE DARKNESS OF HIS OWN STATE,"The sentence of St. James, which says that he who offends against one commandment becomes guilty of all, had seemed to him first a swollen phrase, until he had begun to grope in the darkness of his own state."
clean,clean,3,1089-134686-0019,0.0256410256410256,0.0256410256410256,0.0,39,"[20,40)",0.02564102564102564,THE SENTENCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLLEN PHRASE UNTIL HE HAD BEGUN TO GROPE IN THE DARKNESS OF HIS OWN STATE,"The sentence of St. James, which says that he who offends against one commandment becomes guilty of all, had seemed to him first a swollen phrase, until he had begun to grope in the darkness of his own state."
clean,clean,1,1089-134686-0020,0.2,0.22,0.01999999999999999,50,"[40,inf)",0.0,IF A MAN HAD STOLEN A POUND IN HIS YOUTH AND HAD USED THAT POUND TO AMASS A HUGE FORTUNE HOW MUCH WAS HE OBLIGED TO GIVE BACK THE POUND HE HAD STOLEN ONLY OR THE POUND TOGETHER WITH THE COMPOUND INTEREST ACCRUING UPON IT OR ALL HIS HUGE FORTUNE,"If a man had stolen a pound in his youth and had used that pound to amass a huge fortune, how much was he obliged to give back? The pound he had stolen only, or the pound together with the compound interest accruing upon it, or all his huge fortune?"
clean,clean,2,1089-134686-0020,0.06,0.04,-0.019999999999999997,50,"[40,inf)",0.0,IF A MAN HAD STOLEN A POUND IN HIS YOUTH AND HAD USED THAT POUND TO AMASS A HUGE FORTUNE HOW MUCH WAS HE OBLIGED TO GIVE BACK THE POUND HE HAD STOLEN ONLY OR THE POUND TOGETHER WITH THE COMPOUND INTEREST ACCRUING UPON IT OR ALL HIS HUGE FORTUNE,"If a man had stolen a pound in his youth and had used that pound to amass a huge fortune, how much was he obliged to give back? The pound he had stolen only, or the pound together with the compound interest accruing upon it, or all his huge fortune?"
clean,clean,3,1089-134686-0020,0.06,0.06,0.0,50,"[40,inf)",0.0,IF A MAN HAD STOLEN A POUND IN HIS YOUTH AND HAD USED THAT POUND TO AMASS A HUGE FORTUNE HOW MUCH WAS HE OBLIGED TO GIVE BACK THE POUND HE HAD STOLEN ONLY OR THE POUND TOGETHER WITH THE COMPOUND INTEREST ACCRUING UPON IT OR ALL HIS HUGE FORTUNE,"If a man had stolen a pound in his youth and had used that pound to amass a huge fortune, how much was he obliged to give back? The pound he had stolen only, or the pound together with the compound interest accruing upon it, or all his huge fortune?"
clean,clean,1,1089-134686-0021,0.4117647058823529,0.1764705882352941,-0.23529411764705882,17,"[10,20)",0.058823529411764705,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,"If a layman in giving baptism poor the water before saying the words is the child baptized,"
clean,clean,2,1089-134686-0021,0.2941176470588235,0.1764705882352941,-0.11764705882352938,17,"[10,20)",0.058823529411764705,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,"If a layman in giving baptism poor the water before saying the words is the child baptized,"
clean,clean,3,1089-134686-0021,0.0588235294117647,0.0588235294117647,0.0,17,"[10,20)",0.058823529411764705,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,"If a layman in giving baptism poor the water before saying the words is the child baptized,"
clean,clean,1,1089-134686-0022,0.09375,0.09375,0.0,32,"[20,40)",0.0625,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,"How comes it that while the first beattitude promises the kingdom of heaven to the poor of heart, the second beattitude promises also to the meek that they shall possess the land?"
clean,clean,2,1089-134686-0022,0.125,0.0,-0.125,32,"[20,40)",0.0625,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,"How comes it that while the first beattitude promises the kingdom of heaven to the poor of heart, the second beattitude promises also to the meek that they shall possess the land?"
clean,clean,3,1089-134686-0022,0.125,0.0,-0.125,32,"[20,40)",0.0625,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,"How comes it that while the first beattitude promises the kingdom of heaven to the poor of heart, the second beattitude promises also to the meek that they shall possess the land?"
clean,clean,1,1089-134686-0023,0.1388888888888889,0.1111111111111111,-0.02777777777777779,36,"[20,40)",0.0,WHY WAS THE SACRAMENT OF THE EUCHARIST INSTITUTED UNDER THE TWO SPECIES OF BREAD AND WINE IF JESUS CHRIST BE PRESENT BODY AND BLOOD SOUL AND DIVINITY IN THE BREAD ALONE AND IN THE WINE ALONE,"Why was the sacrament of the Eucharist instituted under the two species of bread and wine if Jesus Christ be present, body and blood, soul and divinity in the bread alone and in the wine alone?"
clean,clean,2,1089-134686-0023,0.0,0.0,0.0,36,"[20,40)",0.0,WHY WAS THE SACRAMENT OF THE EUCHARIST INSTITUTED UNDER THE TWO SPECIES OF BREAD AND WINE IF JESUS CHRIST BE PRESENT BODY AND BLOOD SOUL AND DIVINITY IN THE BREAD ALONE AND IN THE WINE ALONE,"Why was the sacrament of the Eucharist instituted under the two species of bread and wine if Jesus Christ be present, body and blood, soul and divinity in the bread alone and in the wine alone?"
clean,clean,3,1089-134686-0023,0.0,0.0,0.0,36,"[20,40)",0.0,WHY WAS THE SACRAMENT OF THE EUCHARIST INSTITUTED UNDER THE TWO SPECIES OF BREAD AND WINE IF JESUS CHRIST BE PRESENT BODY AND BLOOD SOUL AND DIVINITY IN THE BREAD ALONE AND IN THE WINE ALONE,"Why was the sacrament of the Eucharist instituted under the two species of bread and wine if Jesus Christ be present, body and blood, soul and divinity in the bread alone and in the wine alone?"
clean,clean,1,1089-134686-0024,0.0333333333333333,0.2,0.1666666666666667,30,"[20,40)",0.0,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,"If the wine change into vinegar and the host crumble into corruption after they have been consecrated, is Jesus Christ still present under their species as God and as man?"
clean,clean,2,1089-134686-0024,0.0666666666666666,0.0666666666666666,0.0,30,"[20,40)",0.0,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,"If the wine change into vinegar and the host crumble into corruption after they have been consecrated, is Jesus Christ still present under their species as God and as man?"
clean,clean,3,1089-134686-0024,0.0333333333333333,0.0666666666666666,0.0333333333333333,30,"[20,40)",0.0,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,"If the wine change into vinegar and the host crumble into corruption after they have been consecrated, is Jesus Christ still present under their species as God and as man?"
clean,clean,1,1089-134686-0025,0.0555555555555555,0.1666666666666666,0.1111111111111111,18,"[10,20)",0.0,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,A gentle kick from the tall boy in the bench behind urged Stephen to ask a difficult question.
clean,clean,2,1089-134686-0025,0.0,0.0555555555555555,0.0555555555555555,18,"[10,20)",0.0,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,A gentle kick from the tall boy in the bench behind urged Stephen to ask a difficult question.
clean,clean,3,1089-134686-0025,0.0,0.0555555555555555,0.0555555555555555,18,"[10,20)",0.0,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,A gentle kick from the tall boy in the bench behind urged Stephen to ask a difficult question.
clean,clean,1,1089-134686-0026,0.1538461538461538,0.0769230769230769,-0.0769230769230769,13,"[10,20)",0.0,THE RECTOR DID NOT ASK FOR A CATECHISM TO HEAR THE LESSON FROM,The rector did not ask for a catechism to hear the lesson from.
